sub_id,Duration (in seconds),RecordedDate,LocationLatitude,LocationLongitude,consent,citizen,us_location,prolificID_typed,selfBFI_1,selfBFI_2,selfBFI_3,selfBFI_4,selfBFI_5,selfBFI_6,selfBFI_7,selfBFI_8,selfBFI_9,selfBFI_10,selfBFI_11,selfBFI_12,selfBFI_13,selfBFI_14,selfBFI_15,selfBFI_16,selfBFI_17,selfBFI_18,selfBFI_19,selfED_1,selfED_2,selfED_3,selfED_4,selfED_5,qcheck_bfi_notsupport,qcheck2_bfi_notsupport,SterBFIAnti_1,SterBFIAnti_2,SterBFIAnti_3,SterBFIAnti_4,SterBFIAnti_5,SterBFIAnti_6,SterBFIAnti_7,SterBFIAnti_8,SterBFIAnti_9,SterBFIAnti_10,SterBFIAnti_11,SterBFIAnti_12,SterBFIAnti_13,SterBFIAnti_14,SterBFIAnti_15,SterBFIAnti_16,SterBFIAnti_17,SterBFIAnti_18,SterBFIAnti_19,SterEDAnti_1,SterEDAnti_2,SterEDAnti_3,SterEDAnti_4,SterEDAnti_5,qcheck_bfi_trump,qcheck2_bfi_trump,SterBFITrump_1,SterBFITrump_2,SterBFITrump_3,SterBFITrump_4,SterBFITrump_5,SterBFITrump_6,SterBFITrump_7,SterBFITrump_8,SterBFITrump_9,SterBFITrump_10,SterBFITrump_11,SterBFITrump_12,SterBFITrump_13,SterBFITrump_14,SterBFITrump_15,SterBFITrump_16,SterBFITrump_17,SterBFITrump_18,SterBFITrump_19,SterEDTrump_1,SterEDTrump_2,SterEDTrump_3,SterEDTrump_4,SterEDTrump_5,opin_pol,opin_pol_lastchance,opin_pol2,day_support_trump_targ,questionable_pt,qcheck_targ_trump,qcheck2_targ_trump,TargBFITrump_1,TargBFITrump_2,TargBFITrump_3,TargBFITrump_4,TargBFITrump_5,TargBFITrump_6,TargBFITrump_7,TargBFITrump_8,TargBFITrump_9,TargBFITrump_10,TargBFITrump_11,TargBFITrump_12,TargBFITrump_13,TargBFITrump_14,TargBFITrump_15,TargBFITrump_16,TargBFITrump_17,TargBFITrump_18,TargBFITrump_19,TargEDTrump_1,TargEDTrump_2,TargEDTrump_3,TargEDTrump_4,TargEDTrump_5,day_nosupport_targ,qcheck_targ_nosupport,qcheck2_targ_nosupport,TargBFIAnti_1,TargBFIAnti_2,TargBFIAnti_3,TargBFIAnti_4,TargBFIAnti_5,TargBFIAnti_6,TargBFIAnti_7,TargBFIAnti_8,TargBFIAnti_9,TargBFIAnti_10,TargBFIAnti_11,TargBFIAnti_12,TargBFIAnti_13,TargBFIAnti_14,TargBFIAnti_15,TargBFIAnti_16,TargBFIAnti_17,TargBFIAnti_18,TargBFIAnti_19,TargEDAnti_1,TargEDAnti_2,TargEDAnti_3,TargEDAnti_4,TargEDAnti_5,cont_pol_trump,fund_pol_trump,lib_pol_trump_8,cons_pol_trump_8,threat_pol_trump,ident_pol_trump,cont_pol_antitrump,fund_pol_antitrump,lib_pol_antitrump_8,cons_pol_antitrump_8,threat_pol_antitrump,ident_pol_antitrump,poli_orient_1,poli_orient_2,poli_orient_3,house_most_members,congress_percent_1,congress_percent_2,age,gender,gender_3_TEXT,education,parent_education,race,race_8_TEXT,country_birth,country_birth_2_TEXT,country_raised,country_raised_2_TEXT,native_language,native_language_2_TEXT,IPAddress
204,1358,10/21/2020 17:10,37.38250732,-79.2181015,1,1,1,5e86516e2c33ae2829df3983,3,3,1,1,4,4,4,1,1,3,3,2,5,5,4,4,4,3,4,5,5,2,2,2,2,,1,2,3,5,3,3,5,3,4,3,3,1,1,1,3,1,5,5,1,2,3,3,3,3,1,,2,4,3,4,3,3,5,3,3,3,4,2,2,2,4,2,5,4,2,4,3,3,3,3,1,,,"Jen looks like a normal, happy human being. I'm sure she works at her job, maybe a secretary job. She probably has a husband and two kids she loves.",1,1,,2,4,1,2,5,2,4,3,3,3,4,2,4,3,4,4,2,3,4,4,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,5,,3,,,,,,,4,4,4,2,49,51,21,1,,3,24,6,,1,,1,,1,,73.40.124.119
205,621,10/21/2020 17:11,40.24589539,-74.28130341,1,1,1,5e28357ebf11f1000a93f019,4,3,2,2,1,3,2,2,1,3,3,3,4,4,3,2,1,2,3,3,2,5,2,2,2,,2,5,3,3,4,3,2,2,2,2,4,4,3,3,3,4,2,1,4,4,4,2,4,2,1,,1,1,3,3,1,3,4,3,3,4,4,1,2,1,1,3,4,4,3,2,4,2,4,3,2,,,"Jen works a low wage job, struggling to get by. She has to get up early, go to work during the pandemic, and put up with poor working conditions to make ends meet. She gets home late sometimes and has to deal with her kids. She is not well educated and believes in conspiracy theories with little evidence for such theories.",1,1,,2,1,3,2,1,1,4,2,2,2,3,1,1,2,1,3,4,4,2,2,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,6,2,4,2,2,2,2,33,53,26,1,,5,23,4,,2,Mexico,1,,2,"Spanish, fluent in English",96.225.54.66
206,439,10/21/2020 17:11,36.02290344,-78.9464035,1,1,1,5ea91e89257581388e79adc6,3,4,5,5,4,3,2,5,5,3,2,4,3,3,4,3,3,2,3,5,2,4,1,3,2,,2,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,1,,1,1,3,3,2,3,5,3,4,3,3,1,3,2,1,3,3,5,1,2,3,1,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,She wakes up and goes to work. after work she goes out with friends. ,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,4,,,,,,,4,5,0,7,5,5,2,1,1,6,61,39,20,1,,3,24,6,,1,,1,,1,,75.182.88.207
207,349,10/21/2020 17:11,26.26809692,-80.209198,1,1,1,5e66e1f76e2ba14640fe0032,2,5,2,2,3,3,4,2,2,3,3,3,4,3,3,3,4,4,3,4,5,1,3,3,2,,3,3,,4,3,3,3,3,2,2,2,2,3,2,4,3,2,3,2,2,1,1,2,1,3,1,3,3,3,4,4,4,4,4,4,2,2,3,3,3,4,2,2,3,3,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mom
Takes kids to school
House work
Picks up kids
Cooks dinner",2,,2,3,3,4,1,,3,2,3,2,,2,3,3,4,5,2,,3,3,3,2,5,3,,,,,,,3,3,6,4,2,3,2,3,2,6,51,32,42,1,,5,2,4,,2,venezuelan,1,,2,spanish,107.206.217.106
208,802,10/21/2020 17:11,29.97340393,-90.08850098,1,1,1,5f53906f81dfe76ab9e8cf32,3,5,4,5,5,1,1,4,4,2,3,5,4,1,2,3,4,5,3,4,5,1,2,5,2,,3,5,3,5,3,3,2,3,3,1,5,4,3,2,3,3,3,3,3,5,4,1,2,3,1,,4,2,4,4,1,1,5,4,4,5,2,1,5,1,1,5,4,4,4,1,4,1,4,3,2,,,She gets up and discusses in the morning the new black family who just move two doors down with her white neighbors before work. She goes to work in a car factory. Comes home after and cooks stakes while listening to country music. She has her nightly 12th natty light for the day and heads to bed.  ,1,1,,3,1,1,5,1,1,5,3,4,5,3,1,5,1,1,1,1,5,4,1,4,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,3,5,5,1,1,1,2,45,60,31,2,,5,24,6,,1,,1,,1,,174.240.139.82
209,1081,10/21/2020 17:11,22.33309937,-97.88430023,1,1,1,5c80321274a33f0001e9087f,4,3,5,5,4,5,3,4,4,2,2,1,4,2,3,2,3,4,3,4,4,1,2,2,2,,2,5,2,5,5,5,2,2,3,3,3,4,4,4,4,4,2,3,4,4,3,2,4,3,1,,1,1,3,1,1,1,5,3,3,3,4,1,1,1,1,3,5,4,1,1,1,3,3,5,2,,,"I wake up next to my sexualy oppressed husband, make his breakfast and after he goes to work I stay home all day alone thinking about how America was before immigrants. After my husband gets home and yells at me for a while we have dissapointing sex and then go to sleep. Repeat this every day.",1,1,,4,5,2,3,5,5,1,1,2,3,5,5,5,5,5,3,3,3,4,1,1,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,10,5,5,2,1,2,2,44,55,20,2,,3,1,4,,1,,1,,1,,187.254.102.220
210,1139,10/21/2020 17:11,30.2881012,-97.76399994,1,1,1,5f289ad494b15918004b1149,5,3,2,2,4,2,1,2,1,2,4,5,5,5,4,2,3,1,4,5,4,2,4,4,2,,4,5,2,4,4,4,4,2,2,2,4,2,4,4,4,2,2,3,2,5,3,1,3,3,1,,2,3,3,4,2,3,4,3,4,4,3,2,4,2,2,4,4,3,4,4,5,2,5,2,2,,,"Jen works on a farm in a rural community. She rarely interacts with people of an obviously different race to her own. She works hard and falls within the ""working class"". She grew up in the community in which she lives and has not received education beyond the Bachelor-level. The community in which she lives mostly share similar political views and rarely encounter contrary opinions.",1,1,,2,2,2,2,4,5,4,2,2,2,4,4,4,2,2,3,2,4,5,4,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,6,5,4,1,1,1,2,40,70,25,2,,7,2,6,,1,,1,,1,,70.114.196.46
211,580,10/21/2020 17:11,42.80740356,-88.40429688,1,1,1,5f4ae5d6bdb2445a1dcb919a,4,5,4,3,1,3,3,3,4,2,3,4,4,5,5,2,2,2,4,5,4,5,2,4,2,,2,3,4,4,5,2,5,3,4,2,4,2,3,1,3,3,5,3,1,1,4,3,3,3,1,,2,2,2,2,1,4,5,3,2,4,4,2,3,2,3,3,3,3,3,5,4,3,3,3,2,,,I’m honestly uncomfortable being asked to stereotype someone’s day based solely off of appearance. ,5,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,5,3,3,3,3,3,3,50,50,27,1,,2,20,6,,,,,,,,74.218.100.211
212,666,10/21/2020 17:11,48.79899597,-122.4499054,1,1,1,5f7d3f1bca7747219c31c905,5,4,2,4,5,1,3,5,4,3,3,4,4,3,2,3,3,2,5,4,5,3,1,3,2,,1,5,3,4,4,2,1,2,3,1,4,4,5,5,4,4,5,1,2,4,5,3,3,3,1,,1,1,3,2,2,4,5,3,3,3,4,1,1,1,3,1,5,5,1,4,5,1,3,3,2,,,"She probably wakes up in her large home where she gets her kids up for school. She will take them wherever they need to go, then go run errands if it's her day off. If not, she will go to work. ",1,1,,3,3,4,4,3,2,5,3,2,3,2,1,3,1,3,2,4,4,5,3,5,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,7,5,5,1,1,1,2,40,54,21,1,,4,1,6,,1,,1,,1,,76.121.146.144
213,1242,10/21/2020 17:11,40.74650574,-73.90899658,1,1,1,5e406e4f44fd842b4fc13f35,2,4,4,3,3,3,4,2,3,4,3,3,1,2,3,3,2,2,3,1,4,3,1,4,2,,3,2,3,,3,3,5,3,2,4,4,2,1,4,2,3,4,4,4,2,3,1,1,3,3,1,3,3,2,2,2,2,3,1,3,4,1,3,4,,2,3,3,1,3,4,2,3,3,3,2,,,"jen works a 9-5, goes back home to her kids reads her email, either orders takeout or cooks for her family and turns on the news.",1,1,,2,4,4,3,3,2,3,2,2,2,3,3,3,3,2,4,3,3,3,3,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,7,3,2,3,1,1,6,43,63,19,1,,3,22,7,,1,,1,,1,,72.226.3.78
214,1669,10/21/2020 17:11,41.88250732,-87.71849823,1,1,1,5f5e3aa848827e09d6ed9fe0,2,5,1,2,5,4,3,1,5,5,4,3,5,4,5,1,2,2,4,5,4,1,4,5,1,2,4,4,5,4,2,4,2,,5,5,5,5,4,5,3,4,4,4,5,2,1,2,4,4,3,2,2,4,3,1,5,4,4,2,3,4,4,4,5,4,4,2,5,1,5,2,4,2,4,4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,She is cool an warm which does not feel like supporting trump re election,2,,4,5,4,4,5,5,,1,1,4,5,4,4,4,5,5,2,1,4,4,4,4,4,2,5,4,9,9,4,3,,,,,,,4,2,3,6,76,87,32,1,,7,1,3,,1,,1,,1,,107.222.69.70
215,378,10/21/2020 17:12,28.11309814,-81.62409973,1,1,1,5a5e8efcac562400015424ba,3,4,1,4,5,3,3,4,4,4,3,3,4,3,4,4,3,2,4,4,4,2,3,3,2,,3,4,3,4,4,3,3,3,3,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,1,,2,2,3,2,2,3,4,3,3,4,3,3,3,2,2,3,3,3,4,3,3,3,3,3,2,,,i think she goes to work and comes home and enjoys drinking wine and binge watching shows. ,1,1,,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,7,2,3,2,2,2,3,79,72,32,2,,3,22,6,,1,,1,,1,,70.126.253.97
216,617,10/21/2020 17:12,47.85809326,-122.087204,1,1,1,560652a5e372c00011bd581a,4,4,4,5,5,2,3,5,4,2,3,3,3,1,3,3,2,2,3,3,4,5,3,3,2,,3,5,3,4,5,3,2,3,4,2,3,5,4,2,4,4,2,1,3,2,3,3,2,2,1,,2,3,2,2,2,3,4,2,2,4,4,2,4,4,4,2,2,4,4,4,5,1,4,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She works from home, for about 6 hours a day. She enjoys spending time with friends and loved ones. In her spare time, she likes to read and visit new places.",2,,3,5,2,3,5,3,2,2,2,1,4,4,4,4,4,4,2,1,3,3,2,2,2,4,,,,,,,4,4,0,6,4,4,2,2,2,6,65,60,28,2,,4,22,6,,1,,1,,1,,66.235.41.231
217,588,10/21/2020 17:12,38.6710968,-121.1495056,1,1,1,5f03a8101456845c9e00b2ce,5,4,4,4,4,1,4,2,2,2,4,4,3,3,4,5,4,1,4,2,4,2,2,4,2,,5,4,2,4,5,4,2,4,4,1,5,5,5,4,4,5,2,1,4,5,2,5,1,5,1,,1,1,4,2,1,4,5,2,2,5,3,1,2,1,1,2,5,4,5,1,5,2,5,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen looks like she is an average white women in college. She is likely a business major who dreams about becoming a key figure in a tech startup. She enjoys playing with her dog, and staunchly follows politics. She is likely very vocal about her neoliberal political affiliations and likely is distanced from her more conservative family as a result.",2,,2,3,4,5,5,5,4,5,5,2,2,2,4,2,5,4,4,1,2,4,2,1,2,5,,,,,,,5,3,1,4,5,4,2,2,4,6,40,42,20,1,,3,26,3,,1,,1,,1,,73.192.182.252
218,589,10/21/2020 17:12,35.62109375,-97.47570038,1,1,1,5be8eb4d40b06b0001372c77,4,5,1,2,5,3,1,1,2,1,3,3,5,3,5,2,1,1,3,4,4,2,2,3,2,,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,1,1,3,2,1,3,5,3,3,4,3,1,2,3,1,3,3,5,3,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,I think Jen is punctual and responsible. I think she is in a supervisory position and married with 2 children. I think she gets her kids off to school and works very hard all day. ,2,,2,5,1,1,4,5,1,1,1,3,5,4,5,5,5,2,3,1,4,3,3,4,4,3,,,,,,,4,4,1,10,4,4,3,3,3,2,42,71,49,2,,5,24,6,,1,,1,,1,,75.3.201.18
219,909,10/21/2020 17:12,39.688797,-105.1559982,1,1,1,5ebc84d2e1fa7c0dcedf7777,2,4,2,4,5,4,2,2,2,3,5,4,4,5,4,4,2,4,2,5,4,2,4,3,2,,2,3,3,5,4,3,3,2,4,3,3,3,4,3,3,3,3,3,3,4,3,3,4,2,1,,2,3,3,2,3,3,4,3,3,1,4,2,3,2,1,3,4,3,2,4,3,2,2,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen is a secretary at a law firm. She works alternate weekends and she has 2 children. She doesn't support the Trump campaign.,2,,4,4,2,4,5,1,2,2,3,2,3,4,4,4,3,4,1,2,3,4,4,4,5,4,,,,,,,4,3,2,6,1,3,2,2,2,2,52,52,51,1,,3,21,3,,1,,1,,1,,71.205.254.85
220,585,10/21/2020 17:12,32.94729614,-96.70279694,1,1,1,5f12efb291d5a12976456892,4,2,2,1,5,3,3,1,1,1,4,2,5,4,4,4,2,1,4,3,5,1,2,3,2,,3,4,4,4,4,2,2,4,4,2,2,4,2,3,3,4,2,1,2,4,4,4,2,3,1,,1,1,3,4,1,3,5,2,4,4,4,2,3,2,2,3,4,3,3,2,4,1,4,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen works in a caring job, such as a teacher or in medicine (but not a doctor or nurse). She takes her kids to daycare/school before work and picks them up afterwards. She shares cooking and cleaning duties with her husband depending on which is busier that day. She doesn't get enough sleep because she worries a bit too much, but is generally optimistic.",2,,4,4,2,4,4,2,3,3,2,4,3,5,5,3,2,5,1,1,5,4,3,3,4,3,,,,,,,5,4,0,8,2,3,2,2,2,2,42,53,33,1,,7,24,6,,1,,1,,1,,76.184.124.97
221,394,10/21/2020 17:12,47.89480591,-122.2030945,1,1,1,5a78e410ae9a0b0001a97274,1,5,2,3,4,2,1,4,2,2,2,4,5,4,3,3,1,1,4,5,4,4,4,4,2,,3,5,2,4,4,3,1,4,3,2,3,4,5,4,4,4,1,1,4,4,4,4,4,4,1,,1,2,4,2,1,5,5,4,1,4,5,2,2,2,3,1,5,5,2,5,5,1,5,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen check in with those she loves. Jen goes to work and does a hard job making sure everything gets done. Jen goes home and makes dinner for her and her family. Jen is caring and compassionate.,2,,2,5,2,3,5,3,1,3,2,2,4,4,5,5,4,4,1,1,5,5,5,3,5,5,,,,,,,3,3,0,8,2,4,2,2,2,2,29,74,29,2,,4,21,6,,1,,1,,1,,73.239.93.159
222,557,10/21/2020 17:12,37.76980591,-97.43289948,1,1,1,5f566338ebda26077593a32b,4,4,4,5,5,3,2,5,4,1,2,3,4,3,4,4,4,1,3,4,3,4,2,2,2,,4,5,3,4,5,3,2,2,4,2,3,4,5,3,5,4,3,1,4,3,2,4,2,3,1,,1,1,3,2,1,4,5,2,4,4,3,2,1,2,1,4,4,5,3,3,5,1,5,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen lives in a suburban part of Texas. She is married and has three kids. She voted for Trump last election, but will not this time. She is a homeschool mom and is extremely busy with her children and church activities.",2,,2,5,1,4,4,5,3,1,3,4,4,5,5,2,4,4,2,3,4,1,5,1,4,5,,,,,,,5,5,0,8,5,5,1,1,1,2,48,51,22,1,,3,22,6,,1,,1,,1,,24.255.247.34
223,1236,10/21/2020 17:13,42.38879395,-83.1894989,1,1,1,5df556148640203cb510caed,5,5,4,5,5,2,1,4,4,3,3,3,5,3,3,5,1,1,4,4,4,3,1,4,2,,1,1,3,1,3,1,5,3,3,3,3,1,1,1,3,1,5,5,1,5,3,3,5,4,1,,4,3,1,5,4,3,1,3,4,3,3,3,5,5,2,5,4,3,5,3,3,3,2,4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,A liberal who goes to Starbucks every morning. She then goes to work. She spends all her free time arguing with conservatives on social media.,2,,2,4,1,3,3,3,5,1,3,3,5,5,2,2,3,4,5,4,3,3,2,4,5,2,4,5,,8,4,5,,,,,,,4,5,3,2,42,69,33,2,,3,22,6,,1,,1,,1,,99.203.65.100
224,1442,10/21/2020 17:13,34.02600098,-78.28929901,1,1,1,5e98ec84a521b80008c94aef,2,5,1,2,5,1,1,1,1,4,4,3,5,5,4,5,1,1,5,4,4,5,5,4,2,,1,5,2,2,5,3,4,3,3,1,3,2,5,4,5,5,2,1,4,4,4,3,3,3,1,,1,4,2,2,4,3,4,1,3,3,3,4,5,3,4,4,4,4,5,4,4,3,2,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen has a day job as a mental health professional. After her work day ends, she might enjoy a casual dinner with a friend or coworker, then she returns to her cozy townhome which she shares with her partner, one dog and two cats.",2,,1,5,4,4,5,4,1,1,1,1,5,5,5,5,5,3,2,1,5,4,5,3,2,4,,,,,,,4,3,2,8,1,4,3,2,4,3,60,50,58,2,,3,22,6,,1,,1,,1,,67.209.31.110
225,592,10/21/2020 17:13,38.49569702,-121.5348053,1,1,1,5c395df5f5ebd50001850900,3,4,5,5,5,3,4,2,3,1,1,3,4,5,5,1,4,1,2,5,4,3,2,3,2,,1,5,1,5,4,4,4,1,2,1,4,5,4,5,5,3,2,3,5,5,5,3,5,3,1,,1,1,1,4,1,4,5,1,4,5,2,1,2,1,2,1,5,5,1,4,5,3,4,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wakes up and takes care of her bodily business. She probably has a job and it may allow her to work from home. It's boring and menial but she gets through it. After she's done working, she probably treats herself to something like Netflix before going to bed.",2,,2,5,1,2,5,4,2,1,1,1,4,5,5,4,4,3,1,1,5,5,5,3,5,3,,,,,,,5,5,1,9,2,3,1,1,1,2,45,53,25,1,,4,21,2,,1,,1,,1,,99.22.140.17
226,681,10/21/2020 17:13,37.2940979,-121.8995972,1,1,1,5f7f81d72dbc1413a3e92443,4,4,2,3,3,3,3,3,2,3,3,3,4,4,2,3,2,3,4,3,3,3,2,3,2,,3,4,3,3,4,3,3,2,2,2,4,4,3,3,3,3,2,3,4,4,3,3,3,4,1,,1,3,3,1,3,4,4,2,3,3,4,4,3,3,3,3,2,4,3,2,3,2,3,3,2,,,"Jen is a working mother and it kind to everyone. She is capable of being reliable and responsible and is capable of making mature decision throughout her day. After work, she goes home to her children and prepares a meal for her family.",1,1,,2,4,3,2,3,3,3,2,2,2,4,4,4,4,3,2,3,3,4,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,8,2,2,2,2,2,2,30,70,19,1,,2,22,2,,1,,1,,1,,162.195.240.180
227,678,10/21/2020 17:13,35.93589783,-79.9394989,1,1,1,5885c7025f272e00016a43f7,4,5,1,5,5,1,1,3,5,2,3,3,4,2,3,2,1,2,4,3,4,3,4,4,2,,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,1,,3,2,3,3,3,3,5,3,3,3,3,1,4,2,3,4,3,4,3,2,3,3,3,3,2,,,How should I know? I expect she's a conservative person but that could mean anything from slightly fiscally cautious to an outright warmonger. The Right is all over the place these days. ,3,1,,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,8,4,4,1,1,1,2,44,55,41,2,,3,21,6,,1,,2,"I was raised here but lived most of my adult life in the UK, then returned.",1,,97.75.142.223
228,862,10/21/2020 17:13,36.00840759,-83.97049713,1,1,1,5f308a3bf7105d4fe7a62215,5,1,2,5,4,3,4,4,5,2,1,1,3,3,3,1,3,4,2,3,4,5,3,2,2,,2,2,3,2,2,3,3,3,2,3,3,4,2,3,2,3,4,4,3,3,3,3,3,,1,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,There's no way anyone could know that just by seeing a photo of someone's face.,2,,2,3,2,3,2,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,2,5,1,2,,,,,,,3,4,1,2,49,49,25,2,,3,21,6,,1,,1,,1,,207.98.195.163
229,540,10/21/2020 17:13,30.51789856,-87.22530365,1,1,1,5c6071a1e1df700001ca8bf1,4,5,2,2,4,1,1,2,1,1,2,4,4,4,4,4,1,1,4,2,4,2,1,2,2,,4,4,2,4,4,3,2,2,2,2,3,4,5,5,4,4,4,1,4,4,4,4,4,2,1,,2,1,4,2,2,4,5,4,3,5,4,1,1,1,1,2,4,5,1,2,4,1,4,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen works at an office. She hangs out with her friends a little after work. She goes home to her husband and her two children. She watches the news after dinner with her husband. ,2,,2,5,2,4,4,4,4,2,1,2,4,4,4,4,4,4,4,1,4,2,4,4,2,4,,,,,,,5,5,0,10,5,4,1,1,1,2,40,60,39,2,,5,24,4,,1,,1,,1,,104.185.102.34
230,927,10/21/2020 17:14,39.38879395,-76.49880219,1,1,1,5e8583d74d40991735dbdc9a,5,5,3,5,5,2,1,5,4,3,2,3,4,1,2,5,3,1,4,4,3,3,2,3,2,,3,4,2,4,4,3,2,3,3,2,3,3,4,3,3,4,2,2,4,3,3,3,3,3,1,,2,2,4,2,3,2,3,3,3,3,3,2,3,3,3,2,4,4,2,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen is a normal human being. She probably has a job. I do not know if she has children. She is smiling in her photo. She does not support Trump's bid at reelection.,2,,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,,,,,,,3,5,5,5,5,3,2,2,3,2,41,59,22,2,,3,20,2,,1,,1,,2,,69.251.171.101
231,440,10/21/2020 17:14,29.84779358,-95.65989685,1,1,1,5b0a2e5f30d5620001551d41,4,4,4,4,4,2,2,5,2,2,4,2,4,3,4,4,4,4,4,3,4,4,2,3,2,,4,5,2,3,3,4,3,4,2,2,3,4,4,4,4,4,2,2,5,3,4,3,3,3,1,,1,2,2,2,1,3,5,3,4,2,3,2,2,1,3,4,2,4,4,4,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She seems like a helpful compassionate individual who looks out for others. i could see her being in education as a teacher, or a customer-facing role probably. There isn't much to glean off of a picture in my opinion.",2,,4,4,3,3,4,3,2,3,3,2,4,4,4,4,4,3,2,2,4,3,4,3,4,3,,,,,,,3,4,0,3,4,4,2,2,2,3,19,40,21,2,,3,24,2,,2,,1,,2,,108.226.181.121
232,695,10/21/2020 17:14,29.38909912,-94.99420166,1,1,1,5f1b2816e83bcd2d4563a28b,1,4,3,5,4,4,4,4,5,4,1,3,3,1,1,3,2,1,3,4,4,3,1,3,2,,1,4,3,4,2,4,4,4,4,3,3,3,3,4,4,3,2,3,3,4,3,3,3,3,1,,2,2,4,3,4,4,5,2,1,2,4,3,3,4,3,1,3,5,1,2,3,3,5,3,2,,,She is high energy and opinionated she,1,1,,1,2,4,4,5,5,4,2,1,2,5,3,3,4,4,3,1,4,3,2,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,5,3,3,3,3,1,2,30,75,48,2,,1,21,6,,1,,1,,1,,98.200.87.26
233,346,10/21/2020 17:14,41.55569458,-72.66320038,1,1,1,5edc064045daa80e9984b67e,4,4,4,4,1,1,1,4,4,3,2,3,5,5,3,2,2,1,5,3,4,4,2,3,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She wakes up, works, goes home, and relaxes.",2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,2,2,0,9,1,2,3,3,3,3,61,52,20,1,,3,22,6,,1,,1,,1,,71.234.205.247
