sub_id,Duration (in seconds),RecordedDate,LocationLatitude,LocationLongitude,consent,citizen,us_location,prolificID_typed,selfBFI_1,selfBFI_2,selfBFI_3,selfBFI_4,selfBFI_5,selfBFI_6,selfBFI_7,selfBFI_8,selfBFI_9,selfBFI_10,selfBFI_11,selfBFI_12,selfBFI_13,selfBFI_14,selfBFI_15,selfBFI_16,selfBFI_17,selfBFI_18,selfBFI_19,selfED_1,selfED_2,selfED_3,selfED_4,selfED_5,qcheck_bfi_notsupport,qcheck2_bfi_notsupport,SterBFIAnti_1,SterBFIAnti_2,SterBFIAnti_3,SterBFIAnti_4,SterBFIAnti_5,SterBFIAnti_6,SterBFIAnti_7,SterBFIAnti_8,SterBFIAnti_9,SterBFIAnti_10,SterBFIAnti_11,SterBFIAnti_12,SterBFIAnti_13,SterBFIAnti_14,SterBFIAnti_15,SterBFIAnti_16,SterBFIAnti_17,SterBFIAnti_18,SterBFIAnti_19,SterEDAnti_1,SterEDAnti_2,SterEDAnti_3,SterEDAnti_4,SterEDAnti_5,qcheck_bfi_trump,qcheck2_bfi_trump,SterBFITrump_1,SterBFITrump_2,SterBFITrump_3,SterBFITrump_4,SterBFITrump_5,SterBFITrump_6,SterBFITrump_7,SterBFITrump_8,SterBFITrump_9,SterBFITrump_10,SterBFITrump_11,SterBFITrump_12,SterBFITrump_13,SterBFITrump_14,SterBFITrump_15,SterBFITrump_16,SterBFITrump_17,SterBFITrump_18,SterBFITrump_19,SterEDTrump_1,SterEDTrump_2,SterEDTrump_3,SterEDTrump_4,SterEDTrump_5,opin_pol,opin_pol_lastchance,opin_pol2,day_support_trump_targ,questionable_pt,qcheck_targ_trump,qcheck2_targ_trump,TargBFITrump_1,TargBFITrump_2,TargBFITrump_3,TargBFITrump_4,TargBFITrump_5,TargBFITrump_6,TargBFITrump_7,TargBFITrump_8,TargBFITrump_9,TargBFITrump_10,TargBFITrump_11,TargBFITrump_12,TargBFITrump_13,TargBFITrump_14,TargBFITrump_15,TargBFITrump_16,TargBFITrump_17,TargBFITrump_18,TargBFITrump_19,TargEDTrump_1,TargEDTrump_2,TargEDTrump_3,TargEDTrump_4,TargEDTrump_5,day_nosupport_targ,qcheck_targ_nosupport,qcheck2_targ_nosupport,TargBFIAnti_1,TargBFIAnti_2,TargBFIAnti_3,TargBFIAnti_4,TargBFIAnti_5,TargBFIAnti_6,TargBFIAnti_7,TargBFIAnti_8,TargBFIAnti_9,TargBFIAnti_10,TargBFIAnti_11,TargBFIAnti_12,TargBFIAnti_13,TargBFIAnti_14,TargBFIAnti_15,TargBFIAnti_16,TargBFIAnti_17,TargBFIAnti_18,TargBFIAnti_19,TargEDAnti_1,TargEDAnti_2,TargEDAnti_3,TargEDAnti_4,TargEDAnti_5,cont_pol_trump,fund_pol_trump,lib_pol_trump_8,cons_pol_trump_8,threat_pol_trump,ident_pol_trump,cont_pol_antitrump,fund_pol_antitrump,lib_pol_antitrump_8,cons_pol_antitrump_8,threat_pol_antitrump,ident_pol_antitrump,poli_orient_1,poli_orient_2,poli_orient_3,house_most_members,congress_percent_1,congress_percent_2,age,gender,gender_3_TEXT,education,parent_education,race,race_8_TEXT,country_birth,country_birth_2_TEXT,country_raised,country_raised_2_TEXT,native_language,native_language_2_TEXT,IPAddress
297,703,10/21/2020 17:20,42.51339722,-83.06469727,1,1,1,5f4cadf644b0818bc3527742,4,2,5,4,2,3,3,5,2,1,2,2,3,4,2,2,4,1,1,3,2,1,1,,2,,4,4,3,4,3,3,2,2,4,2,3,3,3,4,3,4,2,2,2,2,4,2,3,3,1,,3,2,4,2,3,4,4,3,3,4,4,3,3,2,2,2,3,3,4,4,5,2,3,3,2,,,Jen pre-covid would drop her kids off at school before heading to work at a dermatologist office as a nurse. She's generally friendly but slightly too chatty. ,1,1,,1,3,2,2,1,3,3,3,1,4,4,3,3,4,2,3,2,3,4,3,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,7,4,2,2,1,3,3,44,52,22,1,,3,22,2,,2,Korea,1,,1,,74.199.0.40
298,467,10/21/2020 17:21,41.83790588,-88.084198,1,1,1,5f45b981840d0e1e55ff0337,2,3,2,4,4,3,3,3,1,1,3,2,3,3,3,4,3,2,3,4,5,1,4,3,2,,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,1,1,3,4,1,2,4,3,3,4,3,1,2,1,1,1,4,4,2,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen wakes up and has breakfast. She gets food for her cat. She gets dressed and goes to work at the library ,2,,3,4,2,4,4,4,2,2,2,2,3,4,5,3,4,4,2,2,4,4,4,3,3,3,,,,,,,5,5,0,7,4,4,1,1,1,,47,60,36,2,,7,2,6,,1,,1,,1,,98.223.249.97
299,1508,10/21/2020 17:21,44.97099304,-93.04979706,1,1,1,5f69ca3d8c30bb0008f456b5,5,4,3,4,5,4,1,2,4,2,2,4,3,3,5,3,1,1,4,4,5,1,1,2,2,,3,4,3,3,3,3,2,3,3,3,4,4,4,3,4,3,2,2,4,4,4,2,4,3,1,,3,2,3,2,2,3,4,3,3,4,3,3,3,2,3,3,4,4,2,2,4,2,4,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wakes up early every morning and goes for a jog with her dog. She hits Starbucks on her way to the university where she's a teaching assistant in the humanities department. She likes researching and reading. She comes home in the evening and curls up in a comfy chair with a cup of tea, her dog at her feet and her cat in her lap.",2,,4,4,2,2,4,3,1,2,3,2,5,4,5,4,4,4,2,1,4,3,4,2,4,4,,,,,,,4,5,1,9,3,4,2,2,2,2,45,65,47,2,,3,21,6,,1,,1,,1,,73.65.124.133
300,646,10/21/2020 17:21,48.10099792,-123.4328003,1,1,1,5b8da69371a43f000184a352,4,4,3,3,4,2,2,4,4,3,3,3,5,3,3,5,3,1,5,5,4,2,5,4,2,,3,5,1,3,3,4,1,1,3,1,3,5,4,5,5,3,2,1,,5,4,4,3,3,1,,1,1,1,1,1,5,1,1,1,5,3,4,5,5,5,5,5,1,1,3,3,2,3,,2,,,She gets up and makes coffee. She watches Fox News while fixing breakfast. She goes to work and discusses Trump at work. She goes home and drinks a glass of wine then fixes dinner. She watches more Fox News before bedtime.,1,1,,3,1,3,4,3,3,3,3,3,5,3,3,5,4,3,3,3,1,3,2,5,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,9,5,5,1,1,1,6,54,50,54,2,,4,21,6,,1,,1,,1,,172.92.105.228
301,700,10/21/2020 17:21,40.72470093,-73.89569855,1,1,1,5f029c8cd092d9133aed27fa,4,3,3,5,4,2,4,4,5,3,2,2,3,3,2,3,1,3,4,2,4,5,2,4,2,,1,2,3,4,3,4,4,3,3,3,3,2,3,2,3,3,3,3,2,4,3,2,3,3,1,,2,2,3,3,3,3,4,3,3,4,3,2,3,2,3,3,4,3,3,2,3,3,3,3,2,,,"Jen is an office worker at a business office. She works part time as the front desk receptionist/secretary and spends the other portion of her day caring for her children after they get home from school. After she makes dinner for the family, she relaxes before going to bed. ",1,1,,4,3,2,4,3,2,3,3,3,3,3,3,4,4,3,4,2,2,4,3,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,6,3,3,4,2,4,2,45,55,24,2,,5,21,2,,1,,1,,1,,100.12.177.76
302,1414,10/21/2020 17:21,47.57310486,-122.7046051,1,1,1,5f4869b513fe2f33217310ed,5,5,5,2,4,2,3,5,4,2,3,2,5,5,3,4,2,2,4,5,4,2,1,4,2,,4,5,2,4,4,2,4,2,3,2,4,2,4,4,3,4,3,2,3,4,,2,5,4,1,,2,2,2,4,2,3,1,4,4,,5,1,4,2,1,2,5,4,2,4,4,2,4,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen probably has the usual daily routine that most Americans have. Starts her day checking media then getting ready for work. Jen goes to work then returns home to her family where she does the typical tasks like chores dinner and maybe working out. Then like most americans consumes some form of mass media then goes to sleep to repeat the cycle all over again.,2,,4,5,2,3,4,2,4,2,2,4,4,4,5,4,4,4,1,1,5,4,4,4,1,5,,,,,,,5,,0,7,5,4,4,2,4,2,45,55,33,1,,5,2,6,,1,,1,,1,,24.113.52.129
303,822,10/21/2020 17:21,25.49310303,-80.43440247,1,1,1,5f121ae4bdfb6c14eb41d81c,4,3,3,4,2,3,4,4,4,4,3,3,1,3,2,2,4,1,2,2,4,4,5,4,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen, has two kids no older than 10, a golden retriever dog, every morning she walks her dog and then begins her day by getting her kids up and ready for the day then she gets herself ready, and goes to work at a doctors office or firm. Then she goes home makes dinner and feed the kids take them a bath put the kids to bed, then she does the same for herself.",2,,2,4,2,3,4,3,2,1,2,3,4,3,3,3,3,2,2,1,3,3,4,2,4,4,,,,,,,3,4,0,7,1,3,2,2,2,3,50,50,18,2,,2,22,3,,1,,1,,1,,73.56.83.158
304,676,10/21/2020 17:21,47.37840271,-122.2169952,1,1,1,5f13a4ac3263a43c3511749c,5,4,2,5,3,2,1,2,5,4,2,3,5,3,2,5,1,2,5,4,4,2,4,3,2,,3,5,2,4,4,3,2,2,4,2,3,4,4,3,4,4,2,2,4,4,4,4,4,4,1,,1,1,5,2,2,3,5,2,3,4,4,1,1,1,2,4,5,4,1,4,5,1,2,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Jen is a hard worker who is compassionate and considerate of others.,2,,3,5,2,4,5,3,2,2,3,2,3,4,4,4,4,3,2,2,3,4,4,4,4,4,,,,,,,5,4,0,6,5,4,2,2,2,,40,75,21,2,,5,21,2,,2,,2,,2,,172.58.43.207
305,1472,10/21/2020 17:21,39.95339966,-83.78009796,1,1,1,5c6d04805cd55f0001129c26,4,4,4,5,5,3,3,4,5,1,1,2,2,2,5,2,3,2,3,4,3,2,2,4,2,,4,5,2,5,5,3,3,3,3,1,3,4,4,5,4,2,2,1,5,4,3,3,3,3,2,1,1,1,3,3,1,3,5,5,2,5,4,1,2,1,1,3,5,5,2,3,4,3,1,3,2,,,"Jen gets up early and gets her kids ready for school.  She drives them to school, and then goes home to clean.  She chats with her christian moms group, before picking up the kids, and making dinner",1,1,,1,1,2,3,1,4,4,1,1,5,4,2,3,2,1,3,5,4,3,2,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,9,5,4,2,1,2,2,40,64,44,2,,2,23,6,,1,,1,,1,,104.49.85.227
306,1183,10/21/2020 17:21,34.16070557,-118.2263947,1,1,1,5e443c4db923be2c783ef3c4,3,4,2,4,4,5,3,3,2,1,4,4,5,2,4,1,4,2,3,5,4,2,4,4,2,,1,4,2,4,3,3,2,3,3,,2,5,3,3,1,2,3,3,5,4,2,5,4,3,1,,1,1,3,1,2,3,5,3,3,3,5,2,2,2,2,3,4,4,1,2,3,1,5,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,she wakes cheerful and early goes to Starbucks then in the afternoon goes and eats her vegan lunch then sleeps as early as possible ,2,,1,5,2,4,5,4,3,4,1,1,5,5,5,3,5,5,4,1,2,5,5,5,5,5,,,,,,,3,2,3,7,1,2,3,2,4,3,50,50,29,1,,5,1,4,,1,,1,,1,,47.28.110.6
307,1131,10/21/2020 17:22,33.87890625,-117.5353012,1,1,1,5f5956d674dddc1a8ef6fd57,5,5,5,2,5,4,5,2,2,2,4,5,4,4,4,2,1,1,4,4,5,4,4,4,1,2,3,4,2,5,5,2,4,4,4,3,4,4,2,2,4,3,4,5,4,4,5,4,2,1,2,1,4,5,2,2,4,4,4,2,5,3,5,4,5,4,4,3,3,1,4,5,4,4,4,4,2,,,Very affirmative with full of energy.,1,1,,5,5,2,5,4,4,4,2,4,3,4,4,5,5,4,1,2,1,5,4,3,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,8,9,1,4,4,5,4,6,93,80,32,1,,7,1,6,,1,,1,,1,,142.129.162.158
308,640,10/21/2020 17:22,35.13690186,-106.5198975,1,1,1,5eb6362db8398452fc7636b3,4,4,1,5,4,3,2,2,3,4,4,3,4,2,3,5,1,1,5,3,3,3,1,3,2,,2,5,1,4,4,3,1,2,2,2,4,5,5,5,3,5,1,1,5,3,3,3,3,3,1,,1,5,1,5,4,4,4,1,1,5,5,2,4,5,5,2,2,1,4,1,5,3,3,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen wakes up. She gets ready for work. Brushes her teeth, take a shower, and dress up. She then checks her phone for email, news, and social media. She then takes her key and drives to her work. She spends 8 hours at work then after work she probably eat dinner with her friends. She then comes home, call maybe her family, work out, watches netflix then sleep.",2,,1,5,1,4,5,3,1,1,1,1,5,5,5,5,4,5,1,1,5,5,3,5,5,5,,,,,,,1,1,0,10,1,1,2,1,1,2,60,40,37,2,,4,2,2,,1,,1,,1,,73.26.130.196
309,382,10/21/2020 17:22,28.68409729,-81.28119659,1,1,1,5d42ec552de85600153b604a,5,5,3,5,2,4,4,4,5,3,1,1,5,1,4,1,4,4,4,5,5,5,1,2,2,,4,5,3,5,4,3,4,3,4,2,3,4,5,1,4,4,3,2,4,4,4,2,4,4,1,,1,1,3,1,3,5,5,2,1,3,5,2,3,1,2,1,5,5,1,4,4,1,4,4,2,,,Jen is married with 2 kids. She is a stay at home mom and gets her gets up for breakfast and says goodbye to the husband then plays with the kids ,1,2,1,4,5,2,4,5,4,2,1,4,2,4,5,4,3,4,4,2,1,5,3,4,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,9,3,3,5,4,4,6,58,33,35,2,,4,23,6,,1,,1,,1,,67.8.105.198
310,665,10/21/2020 17:22,39.25140381,-76.79789734,1,1,1,5f484e6f4ad3d6317b557b62,4,4,2,5,3,3,2,4,4,4,3,4,4,3,2,4,4,3,4,3,4,2,4,3,2,,3,4,3,3,4,3,2,4,4,3,4,4,4,2,4,3,4,3,4,3,4,2,3,3,1,,4,2,4,3,3,2,4,3,3,4,2,2,2,2,2,4,4,4,4,3,2,3,3,3,2,,,"Housewife mom of 3 kids, Gets in other's businesses. Calls the cops on everything. Her husband is also trump support and drives a truck. Both racists.",1,1,,2,2,4,2,2,2,4,4,3,4,3,2,2,2,2,4,4,4,4,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10,0,3,2,3,3,3,3,40,40,20,1,,3,22,2,,2,China,1,,2,Chinese,69.250.79.2
311,669,10/21/2020 17:22,41.27229309,-75.88870239,1,1,1,5c3285d953d7b1000193464b,4,5,1,4,4,3,2,3,2,1,4,4,5,4,3,3,1,1,4,2,5,5,4,3,2,,4,5,2,4,5,4,2,3,3,1,4,4,4,4,5,4,2,2,4,4,5,3,4,3,1,,1,2,3,2,2,4,5,1,2,4,4,1,2,4,1,4,4,4,1,1,5,3,5,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen is in a relationship with her boyfriend, and while they are not yet married, they are living together. Jen usually wakes up fairly early each day, and gets started by having breakfast and watching videos. She keeps up with politics and the news as she goes about her day either at work or relaxing with hobbies of hers.",2,,5,5,2,5,5,1,2,4,2,1,4,4,4,3,4,5,1,1,4,4,5,4,5,3,,,,,,,5,4,0,8,5,4,2,1,2,2,46,55,21,1,,3,24,6,,1,,1,,1,,72.79.146.243
312,772,10/21/2020 17:22,44.06829834,-123.0763016,1,1,1,5c31783f2c45d400014b2bfb,5,4,1,5,5,2,1,2,4,1,1,2,5,2,5,4,1,1,4,4,5,1,4,5,2,,3,4,3,3,4,4,3,3,3,2,4,4,4,2,4,4,2,2,4,4,4,3,4,4,1,,1,1,5,2,2,3,5,4,3,5,2,1,2,1,2,2,4,5,2,2,3,3,2,2,2,,,"Jen wakes up, eats a typical American breakfast, goes to work, gossips to her work friends and talks with them about the news, and does her job. She goes out to lunch but is stubborn about wearing her mask and makes a fuss about it at the restaurant. After work, she comes home, cooks a dinner including meat for her husband, discusses negative things at dinner, watches the news, and goes to bed.",1,1,,2,2,4,3,2,3,4,4,2,4,4,2,2,2,2,2,2,3,2,2,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,10,2,4,2,2,3,6,71,71,22,2,,2,24,6,,1,,1,,1,,73.11.17.91
313,755,10/21/2020 17:22,34.05819702,-118.1259995,1,1,1,5e233cddc176f05eb292e2d5,2,2,3,3,4,4,3,4,3,1,2,3,2,5,4,3,4,1,4,2,3,4,2,3,2,,4,2,3,3,4,2,2,4,5,4,3,2,2,4,4,2,3,2,3,3,2,3,2,4,3,1,4,2,4,3,3,4,4,3,3,2,3,1,4,3,2,3,5,2,4,3,3,3,2,4,2,,,i think jen leads a happy life. i think that she is single but surrounds herself with a lot of friends. she dedicates a lot of timer into her work and she is proud of it  ,1,2,1,3,,2,4,4,3,2,2,4,4,2,4,3,3,2,2,2,2,5,3,2,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,8,4,3,3,2,3,2,30,70,28,1,,7,26,6,,1,,1,,1,,96.41.14.193
314,535,10/21/2020 17:22,37.67520142,-120.9465027,1,1,1,5dda6f4e82569a9cea908bb2,5,2,3,2,1,1,3,2,1,2,3,2,2,4,3,2,2,2,3,3,4,3,2,3,2,,2,2,1,4,1,3,4,2,3,3,3,2,3,2,2,1,3,5,2,4,3,3,3,3,1,,2,2,3,5,1,4,5,2,3,3,3,2,3,2,2,1,4,4,2,4,3,3,3,3,2,,,"Jen is a white American and conservalists who supports Trump till the end. She holds a normal job and does the daily work grind, but she believes that it is the immigrant that is causing this grind, and not her own capabilities. Hence, why she supports Trump. ",1,1,,3,3,2,3,3,1,3,2,3,3,3,3,3,3,3,3,3,1,3,3,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,1,1,3,3,3,3,70,70,23,1,,5,22,2,,1,,1,,1,,98.244.30.59
315,683,10/21/2020 17:22,29.6967926,-95.54460144,1,1,1,5f36daf21615de11c592ce48,5,5,2,4,4,3,2,3,2,3,2,3,3,4,4,3,3,2,4,5,5,4,2,1,2,,3,5,2,5,5,4,1,3,4,1,5,4,5,3,5,3,3,1,4,5,5,3,3,2,1,,2,5,2,2,3,5,2,2,2,2,5,4,5,4,4,3,2,2,4,2,5,1,5,3,2,,,Wake up and get coffee at Starbucks. Make sure they do it right. Then go to my 9-5 job. Come home to relax afterwards by hanging out with my husband and my dog. ,1,1,,2,4,2,3,4,5,3,3,2,3,5,3,3,4,3,3,2,4,4,2,5,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,8,3,5,1,1,1,2,64,39,21,2,,3,21,4,,1,,1,,2,,70.138.247.43
316,323,10/21/2020 17:22,37.67359924,-122.0943985,1,1,1,5b6f4f627e33880001cc6ca4,4,3,3,4,4,2,3,4,3,5,3,3,3,4,2,3,4,2,4,5,4,2,5,4,2,,3,4,3,5,3,3,3,3,5,,4,3,3,3,3,3,4,2,4,3,3,3,3,3,2,1,1,3,5,3,2,3,5,4,3,3,5,1,2,2,2,2,3,4,1,4,3,3,3,2,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,She goes to work and comes home,2,,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,,,,,,,3,4,0,7,5,4,3,4,3,2,53,56,29,2,,7,24,3,,1,,1,,1,,73.222.233.3
317,548,10/21/2020 17:22,42.77119446,-87.79840088,1,1,1,5eb0c66404ed41198fe477f6,3,4,2,2,3,5,3,3,2,4,3,4,5,4,5,4,4,3,3,4,5,4,4,3,2,,5,2,1,5,2,2,5,2,5,2,1,2,1,2,1,5,5,5,2,3,3,5,1,3,1,,2,5,3,3,4,5,2,4,2,3,4,5,5,4,5,3,4,2,5,3,5,3,3,3,1,,,She is an account executive who leads a busy life.  She is also a mom.  Married and very smart,1,1,,2,5,1,2,3,5,3,1,2,3,5,4,5,4,5,4,3,3,5,3,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,8,4,4,,,,,,,2,2,2,6,74,73,57,2,,5,24,6,,,,,,,,70.92.176.247
318,768,10/21/2020 17:22,45.55630493,-93.28359985,1,1,1,5f517aee81a7783c2ff68960,5,4,2,4,2,1,1,3,4,2,3,3,3,2,4,1,2,1,5,3,3,1,4,2,2,,4,4,2,2,3,4,1,3,2,3,4,4,4,4,4,,3,2,4,5,5,2,4,1,1,,1,1,1,1,3,4,5,5,1,1,1,1,1,1,1,5,5,5,1,3,5,1,3,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jen is just a normal person. She gets up, goes to work, and goes to sleep. In between that, she eats, and cares for herself and others. she doesn't talk over people, or disgrace.  ",2,,3,4,2,2,3,4,1,1,1,3,4,4,5,5,4,2,1,1,5,4,4,4,3,3,,,,,,,3,4,1,9,1,4,2,3,3,6,60,57,19,1,,3,21,6,,1,,1,,1,,96.2.104.213
319,704,10/21/2020 17:22,30.51499939,-86.48439789,1,1,1,5eb957ce613bbd028a1bf032,3,5,4,5,2,3,4,4,3,5,4,4,3,3,4,5,4,1,2,4,4,1,2,3,2,,4,5,3,5,5,3,2,5,4,1,2,4,4,2,5,5,3,1,2,4,4,3,3,3,1,,1,3,2,2,2,5,4,2,1,5,5,4,5,5,4,3,2,2,5,4,4,1,3,3,2,,,"She wakes up and goes to work a secretary job at a firm somewhere in a large city. After she is done with work, she comes home to her apartment and husband. They eat dinner maybe watch a movie and then she goes to sleep.",1,1,,1,3,1,2,2,4,5,2,1,4,5,3,4,5,4,3,2,2,5,4,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,5,3,3,3,2,2,2,44,51,25,1,,4,1,6,,1,,1,,1,,98.170.232.221
320,510,10/21/2020 17:22,41.70170593,-86.29129791,1,1,1,5d9e363c25ceaa0012574295,3,4,3,3,5,3,1,4,2,2,3,4,4,4,4,4,2,1,4,3,1,4,5,3,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,2,1,3,4,2,3,5,3,3,4,3,2,3,2,2,3,4,4,2,3,3,3,3,3,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She wakes up, goes to work. Comes home and spends time with her children. ",2,,3,4,2,3,4,3,2,3,3,3,3,3,4,4,3,3,2,2,4,3,3,3,3,3,,,,,,,3,2,2,6,2,4,2,1,2,2,45,73,28,2,,7,24,6,,1,,1,,1,,98.32.233.9
321,466,10/21/2020 17:22,41.80400085,-87.70700073,1,1,1,5e8d8624a9e4ef0009ed2d43,4,5,3,4,3,4,4,3,3,3,4,3,4,2,3,4,4,3,4,4,4,3,5,3,2,,3,2,5,3,2,3,3,5,3,3,4,5,4,2,2,3,3,4,3,2,2,1,3,3,1,,3,4,2,3,4,5,5,4,2,4,5,5,4,4,3,3,4,5,4,3,3,3,3,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Looks like she's fit, yoga type of girl. Maybe Vegan? But that ""Vegan"" that has to tell everyone that they're vegan, the annoying ones I suppose ",1,2,5,5,2,3,4,3,3,5,2,2,5,5,4,3,5,2,4,3,5,4,3,3,2,3,3,4,3,2,4,4,,,,,,,3,5,5,6,54,41,22,1,,2,21,4,,1,,1,,1,,172.58.140.128
322,1440,10/21/2020 17:22,41.92370605,-87.81400299,1,1,1,5dd3dd554b0e0c3bc81c5464,3,4,3,3,3,3,2,3,3,4,4,5,5,4,4,4,3,2,4,5,4,1,5,2,2,,1,3,4,5,3,3,5,4,5,1,4,1,2,1,3,1,5,4,1,3,3,5,3,4,1,,2,3,2,2,3,5,2,2,2,4,5,4,4,5,4,5,3,2,5,4,3,1,5,3,1,,,"Jen works a full-time job, then goes home to her family and takes good care of them, and instills good values and morals into her children. ",1,1,,4,4,2,3,4,3,1,2,2,3,4,4,4,4,4,5,2,2,5,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,9,3,3,,,,,,,4,5,3,2,40,62,46,1,,3,21,4,,1,,1,,1,,99.107.151.160
323,742,10/21/2020 17:22,33.23800659,-97.11340332,1,1,1,5ceebf1f1374500001070a35,4,5,1,2,4,3,1,1,1,3,5,4,5,4,3,3,3,2,4,4,4,3,4,5,2,,3,2,4,4,2,3,4,4,4,2,2,3,2,2,2,2,4,4,2,3,3,3,3,3,1,,3,4,1,2,4,4,1,2,1,1,4,5,5,5,4,2,1,2,4,4,4,3,3,4,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,she is a teacher who is not married. she goes to work then to get a coffee before going home and stays on facebook then makes dinner washes dishes and goes to bed.,2,,4,4,2,4,4,2,4,4,4,4,4,4,2,3,2,4,4,4,4,4,4,2,3,3,4,2,6,8,4,3,,,,,,,4,4,5,2,30,73,51,2,,3,22,4,,1,,1,,1,,47.184.80.79
324,670,10/21/2020 17:22,33.86929321,-117.9295959,1,1,1,595bdc5b57e9520001f78eef,2,5,1,1,2,5,2,1,1,3,4,3,5,2,5,5,3,1,3,3,4,5,1,1,2,,1,1,5,3,4,1,5,5,5,4,2,1,1,1,2,1,5,5,1,5,3,3,5,3,1,,3,5,3,3,2,3,1,1,3,3,4,4,4,1,3,5,1,1,5,3,5,3,3,3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"She seems to be a typical middle age woman. She might be a caregiver or she might be employ in the work force. It's kind of hard to tell. I do believe she spends lots of her free time on social media, and generally receive her news only from mainstream media. She doesn't put much of her own thoughts about politics, and makes her conclusions regarding politics base on what ever mainstream media tells her, even if it's propaganda. ",2,,2,4,2,4,4,1,3,2,4,5,4,3,3,3,2,3,1,2,3,4,3,3,4,4,5,5,1,9,5,5,,,,,,,4,3,5,2,20,80,40,1,,5,21,2,,1,,1,,1,,98.153.62.150
325,851,10/21/2020 17:23,29.79119873,-95.41819763,1,1,1,5eb5aa23a1bdb348304ec7d7,5,4,2,4,5,1,2,4,4,2,1,2,4,3,4,4,2,2,4,4,4,3,4,2,2,,3,4,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,,3,2,3,3,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,,,"Jen is probably a Christian and is religious. On a typical day, she living in the suburbs, probably meets up with like minded friends after work. Comes home to a husband and kids. She probably regularly checks Facebook and only reads posts that support Trump instead of reading news that are more neutral. She thinks media is all biased and believes in reading ""alternative"" sources. She believes traditional values, especially Christian values, are at risk. ",1,1,,3,2,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,4,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,5,5,5,2,2,2,2,45,51,32,2,,7,24,2,,1,,1,,1,,99.96.67.184
